"","lhs","op","rhs","block","group","label","exo","est","se","z","pvalue","ci.lower","ci.upper","std.lv","std.all","std.nox","fmi"
"42","MEM_DELTA","~~","MEM_DELTA",1,1,"o1",0,1.4990751103231,0.0231937923812987,64.6326002095206,0,1.45361611259086,1.54453410805535,0.722754919491684,0.722754919491684,0.722754919491684,0.186011427592407
"43","EF_DELTA","~","EF_BL",1,1,"",0,0.769808348391861,0.0177140747090792,43.4574405400528,0,0.735089399942614,0.804527296841108,0.90683585579388,0.90683585579388,0.90683585579388,0.233284349782122
"44","MEM_DELTA","~","MEM_BL",1,1,"",0,0.428383259104456,0.0100766929075761,42.5122868220365,0,0.408633303922337,0.448133214286576,0.396901133029883,0.396901133029883,0.396901133029883,0.217893931443607
"45","MEM_BL","~~","EF_DELTA",1,1,"",0,0.142549468666651,0.0504167672903708,2.82742183459821,0.00469244695907656,0.0437344205605875,0.241364516772715,0.113860505830169,0.113860505830169,0.113860505830169,0.233995996687551
"46","EF_BL","~~","MEM_DELTA",1,1,"",0,0.783273619606294,0.0650356194945538,12.0437634898194,0,0.655806147684717,0.91074109152787,0.179511275671455,0.179511275671455,0.179511275671455,0.209213610801647
"47","EF_BL","~~","MEM_BL",1,1,"",0,1.49353606093408,0.0648747227990041,23.0218488264123,0,1.36638394074101,1.62068818112714,0.327986990252509,0.327986990252509,0.327986990252509,0.0520812726884774
"48","EF_DELTA","~","Multimorbidity",1,1,"",0,-0.0403326856239445,0.0274738734397978,-1.46803783282774,0.14209394654737,-0.0941804880817599,0.0135151168338708,-0.0113411736282996,-0.0179322268819347,-0.0113411736282996,0.29377680074304
"49","EF_DELTA","~","Education",1,1,"",0,0.0632858950386758,0.0213926182426543,2.9583052584228,0.00309335628162555,0.0213571337480588,0.105214656329293,0.0177954012422585,0.0392148924770767,0.0177954012422585,0.239257846131821
"50","EF_DELTA","~","Income",1,1,"",0,0.0241588365533803,0.0421025231115313,0.573809709441464,0.566096577654205,-0.0583605924034863,0.106678265510247,0.00679323867902652,0.0076637877339312,0.00679323867902652,0.245003098665002
"51","EF_DELTA","~","BMI",1,1,"",0,-0.00207508904122939,0.00805232333440068,-0.257700660424838,0.796637936371428,-0.0178573527685262,0.0137071746860674,-0.000583495612719444,-0.00286286016164103,-0.000583495612719444,0.225406310305816
"52","EF_DELTA","~","Source.BL",1,1,"",0,-0.523974220907723,0.0804492876175381,-6.51309957396684,7.36157801384252e-11,-0.681651927220002,-0.366296514595445,-0.147336645803214,-0.0707692343493989,-0.147336645803214,0.228850748341914
"53","EF_DELTA","~","White",1,1,"",0,0.536843681481957,0.185353250705111,2.89632730712694,0.00377558382345855,0.173557985682517,0.900129377281397,0.150955417640919,0.0353615819790357,0.150955417640919,0.274203573753413
"54","EF_DELTA","~","Smoking",1,1,"",0,-0.00514151135956666,0.0286736655524768,-0.179311269086157,0.857693298806531,-0.061340863147168,0.0510578404280347,-0.001445744862725,-0.00209616919705486,-0.001445744862725,0.276333434673978
"55","EF_DELTA","~","Alcohol",1,1,"",0,0.0468803814991926,0.0183401655909706,2.55615911790204,0.0105834710734394,0.0109343174703896,0.0828264455279957,0.0131823244130221,0.0292661319008121,0.0131823244130221,0.242364801715003
"56","EF_DELTA","~","Depression",1,1,"",0,-0.00408864070975371,0.00896770578632773,-0.455929399020572,0.648440747968298,-0.0216650210749075,0.0134877396554001,-0.00114968749230828,-0.00526468315585512,-0.00114968749230828,0.249028736721525
"57","EF_BL","~","Multimorbidity",1,1,"",0,-0.00143320982674162,0.0351731986662301,-0.0407472132501175,0.967497422097484,-0.0703714124336248,0.0675049927801415,-0.000342109054257742,-0.000540929658638314,-0.000342109054257742,0.0841536714890055
"58","EF_BL","~","Education",1,1,"",0,0.508249283749626,0.0250959721977252,20.2522253270465,0,0.459062082085066,0.557436485414186,0.121319766684872,0.267346689244275,0.121319766684872,0.0356899418672875
"59","EF_BL","~","Income",1,1,"",0,0.486910057003739,0.0541691716178336,8.98869306030588,0,0.380740431560415,0.593079682447062,0.116226065438611,0.131120359044878,0.116226065438611,0.07224437421316
"60","EF_BL","~","BMI",1,1,"",0,0.001741264789145,0.0105123468077817,0.165639968028456,0.868440291803126,-0.0188625563471018,0.0223450859253918,0.000415642175424532,0.00203930483722908,0.000415642175424532,0.0345299867027411
"61","EF_BL","~","Source.BL",1,1,"",0,0.0198995388373789,0.104721208191189,0.190023961536505,0.84929035402699,-0.185350257634873,0.225149335309631,0.00475004586543921,0.0022815580413758,0.00475004586543921,0.03342705137284
"62","EF_BL","~","White",1,1,"",0,4.09253398143998,0.215236258764753,19.0141475461762,0,3.67067866609392,4.51438929678604,0.976893197202806,0.228839013647202,0.976893197202806,0.0405616223947415
"63","EF_BL","~","Smoking",1,1,"",0,-0.0877043471860038,0.0361425650040246,-2.42662210543822,0.0152401208946966,-0.15854247290279,-0.0168662214692179,-0.0209351420219543,-0.0303536266832558,-0.0209351420219543,0.0356443528521523
"64","EF_BL","~","Alcohol",1,1,"",0,0.122260244793822,0.0236938947593933,5.15998935739986,2.46963881123108e-07,0.0758210644119286,0.168699425175715,0.0291836798348123,0.0647908059790258,0.0291836798348123,0.0493679818812345
"65","EF_BL","~","Depression",1,1,"",0,-0.0706300398010714,0.0114212480187528,-6.18409123811184,6.24612361832533e-10,-0.0930152745763263,-0.0482448050258165,-0.0168594825877421,-0.0772034440575772,-0.0168594825877421,0.0361778170349513
"66","EF_BL","~","Age_BL",1,1,"",0,-1.29267147379983,0.0961569988272001,-13.4433425498526,0,-1.4811357283626,-1.10420721923706,-0.308562366177068,-0.168186160345223,-0.308562366177068,0.0334463522464805
"67","EF_BL","~","Language_BL",1,1,"",0,-1.10162590153296,0.133419182099983,-8.25687794059038,2.22044604925031e-16,-1.36312269329572,-0.840129109770205,-0.262959538992344,-0.0996384845257684,-0.262959538992344,0.0293562334894223
"68","EF_DELTA","~","Age_BL",1,1,"",0,-0.406515740467797,0.0770388409810882,-5.27676345192667,1.31485433430001e-07,-0.557509094201439,-0.255522386734156,-0.114308420675686,-0.062305376403349,-0.114308420675686,0.224387591305597
"69","EF_DELTA","~","Language_FU1",1,1,"",0,0.0304812803155033,0.102403085436921,0.297659784228663,0.765962840313713,-0.17022507904664,0.231187639677647,0.00857105067820635,0.00325877227965893,0.00857105067820635,0.20715480894367
"70","EF_BL","~","Material_deprivation",1,1,"c111a",0,-6.06761921800897,1.40728196633877,-4.31158741683779,1.62086668866745e-05,-8.82584118812567,-3.30939724789228,-1.44834861828182,-0.0568740024936904,-1.44834861828182,0.0728570223753157
"71","EF_BL","~","Social_deprivation",1,1,"c121a",0,0.398973062953229,1.2951961604961,0.308040646754551,0.75805140348943,-2.13956476453368,2.93751089044014,0.0952353903067748,0.00390879950490564,0.0952353903067748,0.0722893723086244
"72","EF_BL","~","Physical_activity",1,1,"b11a",0,0.101708901669267,0.0604203072851247,1.68335624625841,0.0923061479745906,-0.0167127245444204,0.220130527882954,0.0242780474362038,0.0214861164035788,0.0242780474362038,0.118186895678363
"73","EF_DELTA","~","Material_deprivation",1,1,"c211a",0,0.08382209482985,1.09295132948301,0.076693346326318,0.938867497814468,-2.05832314781202,2.22596733747171,0.0235699883765922,0.000925550354925479,0.0235699883765922,0.269111970998215
"74","EF_DELTA","~","Social_deprivation",1,1,"c221a",0,1.26632725263572,0.99403482960451,1.27392644092717,0.202689486720978,-0.681945212767525,3.21459971803897,0.356079368884456,0.0146147651237553,0.356079368884456,0.258560743315062
"75","EF_DELTA","~","Physical_activity",1,1,"b21a",0,0.0460241463091366,0.0450128996722181,1.02246570748124,0.306560535168057,-0.0421995158881258,0.134247808506399,0.0129415590931119,0.0114533034771051,0.0129415590931119,0.254430295590826
"76","MEM_DELTA","~","Multimorbidity",1,1,"",0,-0.0132372835224848,0.00925414706564812,-1.43041637749872,0.152597550515815,-0.0313750784787922,0.0049005114338225,-0.00919142192176413,-0.0145331222914515,-0.00919142192176413,0.260095524206518
"77","MEM_DELTA","~","Education",1,1,"",0,0.0678543955480401,0.00664694878368471,10.2083523969061,0,0.0548266153249357,0.0808821757711444,0.0471152844667058,0.103825746283328,0.0471152844667058,0.217127285385667
"78","MEM_DELTA","~","Income",1,1,"",0,0.029902975223146,0.0140588633252765,2.12698384864325,0.0334214251991181,0.00234810944203307,0.0574578410042589,0.0207633886155821,0.0234242031681047,0.0207633886155821,0.228204053972271
"79","MEM_DELTA","~","BMI",1,1,"",0,-0.00250404296438135,0.00274135306062701,-0.913433224033034,0.36101473851149,-0.00787699623211893,0.00286891030335623,-0.00173870381764956,-0.0085307683278768,-0.00173870381764956,0.205525486298185
"80","MEM_DELTA","~","Source.BL",1,1,"",0,-0.406706344201607,0.0272292605493941,-14.9363712416589,0,-0.460074714204077,-0.353337974199137,-0.282400055983199,-0.135643346794056,-0.282400055983199,0.198852151470748
"81","MEM_DELTA","~","White",1,1,"",0,0.334661252760783,0.0582626115869744,5.74401393355326,9.24581744499164e-09,0.220468632405067,0.448853873116499,0.232374925698735,0.0544342502798705,0.232374925698735,0.264317801665319
"82","MEM_DELTA","~","Smoking",1,1,"",0,-0.0356273578406033,0.0097148384945849,-3.66731344638021,0.000245112257428071,-0.054668091405613,-0.0165866242755936,-0.0247381630312913,-0.0358675840218274,-0.0247381630312913,0.252937138965424
"83","MEM_DELTA","~","Alcohol",1,1,"",0,0.0137349898369901,0.00617353130631942,2.22481901451289,0.0260933903971219,0.00163509081917349,0.0258348888548066,0.00953700859156487,0.0211731514591006,0.00953700859156487,0.216438498755039
"84","MEM_DELTA","~","Depression",1,1,"",0,-0.0126961513549086,0.00301525564009698,-4.21063845667836,2.54649998245871e-05,-0.01860594381368,-0.00678635889613731,-0.00881568213654437,-0.0403690338132279,-0.00881568213654437,0.223314345219619
"85","MEM_BL","~","Multimorbidity",1,1,"",0,-0.0168202775328524,0.00871709654088289,-1.92957339109024,0.0536597184319643,-0.0339054728027416,0.000264917737036741,-0.0126057050349553,-0.0199316552327096,-0.0126057050349553,0.0920723426980822
"86","MEM_BL","~","Education",1,1,"",0,0.0880291520961037,0.00622126803056145,14.1497121910948,0,0.0758356908180328,0.100222613374175,0.065972129391644,0.145379692503565,0.065972129391644,0.0436058380606751
"87","MEM_BL","~","Income",1,1,"",0,0.0697179620101604,0.0134271035131668,5.19233071688128,2.07677673502715e-07,0.0434013227076623,0.0960346013126585,0.0522490822771381,0.0589447676998262,0.0522490822771381,0.0803339678020463
"88","MEM_BL","~","BMI",1,1,"",0,-0.00379381714672123,0.00260368047473069,-1.45709782115782,0.145089379762583,-0.00889693710444352,0.00130930281100106,-0.00284321943051873,-0.0139499585960889,-0.00284321943051873,0.0409710512675611
"89","MEM_BL","~","Source.BL",1,1,"",0,0.00408343823533989,0.0260012396901684,0.157047828641952,0.875207153946135,-0.0468780551107835,0.0550449315814632,0.0030602716169585,0.00146991997851376,0.0030602716169585,0.0445946552262211
"90","MEM_BL","~","White",1,1,"",0,0.385693028136438,0.0534685010764092,7.2134625129151,5.45563594300802e-13,0.280896691719335,0.490489364553541,0.289051862386373,0.067710926097945,0.289051862386373,0.0532302689824609
"91","MEM_BL","~","Smoking",1,1,"",0,-0.0152684854214871,0.00895413672760166,-1.70518787974514,0.0881593897539468,-0.0328182709202337,0.00228130007725946,-0.011442737682411,-0.0165906965179453,-0.011442737682411,0.0425946600250457
"92","MEM_BL","~","Alcohol",1,1,"",0,0.002548173770901,0.00587948118579147,0.433401126796526,0.664723382075049,-0.00897539760103113,0.0140717451428331,0.00190969066182468,0.00423971198459511,0.00190969066182468,0.0595361726060789
"93","MEM_BL","~","Depression",1,1,"",0,-0.0186863310517503,0.00282365173297284,-6.61778888435251,3.64610563963197e-11,-0.0242205867532612,-0.0131520753502395,-0.0140041908918458,-0.0641284074089162,-0.0140041908918458,0.039184297329267
"94","MEM_BL","~","Age_BL",1,1,"",0,-0.266804372638475,0.0238519343306305,-11.1858589303529,0,-0.313553304888125,-0.220055440388825,-0.199952540435079,-0.108986881464834,-0.199952540435079,0.0430962371161876
"95","MEM_BL","~","Language_BL",1,1,"",0,-0.231900679570654,0.0328767727834513,-7.05363269984281,1.7430501486615e-12,-0.296337970154126,-0.167463388987183,-0.17379449051086,-0.0658527913449618,-0.17379449051086,0.0284823028334068
"96","MEM_DELTA","~","Age_BL",1,1,"",0,-0.270486142230563,0.0251353908861924,-10.761167131049,0,-0.319750603104836,-0.22122168135629,-0.187814384500297,-0.102370812675774,-0.187814384500297,0.19963770669048
"97","MEM_DELTA","~","Language_FU1",1,1,"",0,-0.0662030702178074,0.0342134141575696,-1.93500332685039,0.0529898874351695,-0.133260129754797,0.000853989319181736,-0.0459686724889171,-0.0174776047025955,-0.0459686724889171,0.179337635884786
"98","MEM_BL","~","Material_deprivation",1,1,"c112a",0,-1.90091361968862,0.349157981931112,-5.44427943240794,5.20155118977073e-08,-2.58525068918828,-1.21657655018895,-1.42461123723565,-0.0559418789346438,-1.42461123723565,0.0822115899185867
"99","MEM_BL","~","Social_deprivation",1,1,"c122a",0,0.131129642462104,0.321056838348452,0.408431239579409,0.682957102349579,-0.49813019769116,0.760389482615369,0.0982731462657455,0.00403347982542725,0.0982731462657455,0.0803882119878088
"100","MEM_BL","~","Physical_activity",1,1,"b12a",0,0.0219882224139825,0.0150115202987227,1.46475653207846,0.142987355122989,-0.00743381672470592,0.0514102615526709,0.0164787439120603,0.0145837185140065,0.0164787439120603,0.134045668082604
"101","MEM_DELTA","~","Material_deprivation",1,1,"c212a",0,-1.10074188423364,0.368524827791773,-2.98688663889857,0.00281834207289045,-1.82303727411434,-0.378446494352943,-0.764309615924119,-0.0300130413723098,-0.764309615924119,0.241910365036186
"102","MEM_DELTA","~","Social_deprivation",1,1,"c222a",0,-0.00274454971925729,0.336570443850934,-0.00815445850757128,0.993493755560845,-0.662410497927748,0.656921398489233,-0.00190570175611209,-7.82167853441228e-05,-0.00190570175611209,0.231647712602886
"103","MEM_DELTA","~","Physical_activity",1,1,"b22a",0,0.0414272213367961,0.0152480411539575,2.71688808539476,0.00658988865375565,0.0115416098402548,0.0713128328333375,0.0287653482458103,0.0254573858306787,0.0287653482458103,0.229060641530315
"104","EF_DELTA","~~","MEM_DELTA",1,1,"",0,0.335781978509287,0.0471901960380851,7.11550293705695,1.11510800593351e-12,0.243290893851256,0.428273063167319,0.279899561703459,0.279899561703459,0.279899561703459,0.237470177496648
"105","Multimorbidity","~~","Multimorbidity",1,1,"",0,2.50007162663761,0.0338219700914964,73.9185689028263,0,2.43378178337209,2.56636146990313,2.50007162663761,1,2.50007162663761,0.0551936133872253
"106","Multimorbidity","~~","Education",1,1,"",0,-0.488160358231284,0.033536004734981,-14.5563063366964,0,-0.553889719697211,-0.422430996765357,-0.488160358231284,-0.140101582069813,-0.488160358231284,0.0483334837787472
"107","Multimorbidity","~~","Income",1,1,"",0,-0.317167895060337,0.0175693513817838,-18.0523394500028,0,-0.351603191000362,-0.282732599120312,-0.317167895060337,-0.177805995301815,-0.317167895060337,0.0806259180241711
"108","Multimorbidity","~~","BMI",1,1,"",0,1.92981320603328,0.0765780104081801,25.200618242063,0,1.77972306362551,2.07990334844104,1.92981320603328,0.248757685962425,1.92981320603328,0.0577724435840212
"109","Multimorbidity","~~","Source.BL",1,1,"",0,0.00406408897910383,0.00719215079202242,0.565072826839469,0.572024230138757,-0.0100322675446413,0.018160445502849,0.00406408897910383,0.0053512256399766,0.00406408897910383,0.0359329392266153
"110","Multimorbidity","~~","White",1,1,"",0,0.00373655373226409,0.00353605757844601,1.05670047768458,0.290648306929573,-0.00319399176875001,0.0106670992332782,0.00373655373226409,0.0100881614572181,0.00373655373226409,0.0513262924318391
"111","Multimorbidity","~~","Smoking",1,1,"",0,0.31073315099081,0.0220818931622753,14.0718528392152,0,0.267453435682289,0.35401286629933,0.31073315099081,0.135542872853541,0.31073315099081,0.0510587389671175
"112","Multimorbidity","~~","Alcohol",1,1,"",0,-0.439553823517891,0.0340900978550842,-12.893885649329,0,-0.506369187543302,-0.37273845949248,-0.439553823517891,-0.125216772696403,-0.439553823517891,0.06895161418186
"113","Multimorbidity","~~","Depression",1,1,"",0,1.5841942355158,0.0711353074414746,22.2701537744695,0,1.44477159490133,1.72361687613028,1.5841942355158,0.218796197695474,1.5841942355158,0.0614418959484438
"114","Multimorbidity","~~","Age_BL",1,1,"",0,0.202616564575151,0.00840821660061124,24.097448269877,0,0.186136762863741,0.21909636628656,0.202616564575151,0.235099346651946,0.202616564575151,0.0414852850233941
"115","Multimorbidity","~~","Language_BL",1,1,"",0,-0.0127257277531253,0.00570279907721284,-2.2314880080511,0.0256488209882475,-0.0239030085555307,-0.00154844695071988,-0.0127257277531253,-0.0212406703366651,-0.0127257277531253,0.0453511698548517
"116","Multimorbidity","~~","Language_FU1",1,1,"",0,-0.0127844026108507,0.00574137935788207,-2.22671274861843,0.0259664778511925,-0.0240372993738812,-0.00153150584782012,-0.0127844026108507,-0.0212659242743866,-0.0127844026108507,0.0516745453081053
"117","Multimorbidity","~~","Material_deprivation",1,1,"",0,0.0054037906531907,0.00060528825932865,8.92763170259451,0,0.00421744746464161,0.0065901338417398,0.0054037906531907,0.0870325296646605,0.0054037906531907,0.0833996291529383
"118","Multimorbidity","~~","Social_deprivation",1,1,"",0,0.00411475384944808,0.000630237275402327,6.52889635387137,6.6256111708185e-11,0.00287951148794487,0.00534999621095129,0.00411475384944808,0.0634048684662178,0.00411475384944808,0.0795805985834128
"119","Multimorbidity","~~","Physical_activity",1,1,"",0,-0.206027661650718,0.0141001483470707,-14.6117371661214,0,-0.233663444587649,-0.178391878713787,-0.206027661650718,-0.147232992504956,-0.206027661650718,0.130112087626798
"120","Education","~~","Education",1,1,"",0,4.85608732291316,0.0639037433568751,75.9906551294498,0,4.7308382874564,4.98133635836993,4.85608732291316,1,4.85608732291316,0.00148379958356937
"121","Education","~~","Income",1,1,"",0,0.856083754763454,0.0247547212486047,34.5826457169946,0,0.807565392668861,0.904602116858048,0.856083754763454,0.344355019806618,0.856083754763454,0.0246166502518501
"122","Education","~~","BMI",1,1,"",0,-1.2428656584564,0.101491448930437,-12.2460135465035,0,-1.44178524309884,-1.04394607381396,-1.2428656584564,-0.114952495607152,-1.2428656584564,0.0058525364007409
"123","Education","~~","Source.BL",1,1,"",0,-0.137746760276141,0.00993214111685389,-13.868788074547,0,-0.157213399154544,-0.118280121397738,-0.137746760276141,-0.130138090808094,-0.137746760276141,0.00148355968204106
"124","Education","~~","White",1,1,"",0,-0.0238237431075241,0.00481519823468097,-4.94761418874431,7.51286319156108e-07,-0.0332613582259196,-0.0143861279891286,-0.0238237431075241,-0.0461512822394825,-0.0238237431075241,0.00427560489836465
"125","Education","~~","Smoking",1,1,"",0,-0.858225030122975,0.0308479941989174,-27.8210967166576,0,-0.918685987748153,-0.797764072497796,-0.858225030122975,-0.268610667270057,-0.858225030122975,0.00562708207576468
"126","Education","~~","Alcohol",1,1,"",0,0.593389961522371,0.0462928329530978,12.8181820741792,0,0.50265767619197,0.684122246852771,0.593389961522371,0.121289615933571,0.593389961522371,0.0202066529211702
"127","Education","~~","Depression",1,1,"",0,-1.41013159342131,0.09498769700992,-14.8454130146354,0,-1.59630405853515,-1.22395912830746,-1.41013159342131,-0.139741038509653,-1.41013159342131,0.0052172344268443
"128","Education","~~","Age_BL",1,1,"",0,-0.0474622837819087,0.0111806086807194,-4.24505365828214,2.18541117802395e-05,-0.0693758741213545,-0.0255486934424629,-0.0474622837819087,-0.039514645331111,-0.0474622837819087,0.000644389686760505
"129","Education","~~","Language_BL",1,1,"",0,-0.032074927699719,0.00777617050433654,-4.12477165744138,3.71102746443697e-05,-0.0473159418258613,-0.0168339135735767,-0.032074927699719,-0.0384135335533143,-0.032074927699719,0.00169282213232347
"130","Education","~~","Language_FU1",1,1,"",0,-0.0306257419685563,0.00782625758134638,-3.91320393562712,9.10795516240182e-05,-0.0459649249617287,-0.0152865589753838,-0.0306257419685563,-0.0365530335354161,-0.0306257419685563,0.00780997606543554
"131","Education","~~","Material_deprivation",1,1,"",0,-0.0237277402059533,0.000847559287424367,-27.995375141318,0,-0.0253889258840675,-0.0220665545278391,-0.0237277402059533,-0.274203157496152,-0.0237277402059533,0.0310018264494122
"132","Education","~~","Social_deprivation",1,1,"",0,-0.00882415473781303,0.000860108434567169,-10.2593514761352,0,-0.0105099362923638,-0.00713837318326225,-0.00882415473781303,-0.0975629318397544,-0.00882415473781303,0.0348290139239947
"133","Education","~~","Physical_activity",1,1,"",0,-0.0515186012763076,0.019171201863571,-2.68729115904845,0.00720341318505913,-0.089093466469254,-0.0139437360833612,-0.0515186012763076,-0.0264165836295436,-0.0515186012763076,0.104789069020201
"134","Income","~~","Income",1,1,"",0,1.27272093391536,0.0170374133064617,74.7015354398111,0,1.23932821744497,1.30611365038575,1.27272093391536,1,1.27272093391536,0.0350540118828032
"135","Income","~~","BMI",1,1,"",0,-0.113005823341601,0.0522257433527087,-2.1637954021719,0.0304800551753193,-0.215366399378742,-0.0106452473044598,-0.113005823341601,-0.0204160485544046,-0.113005823341601,0.0284420827846447
"136","Income","~~","Source.BL",1,1,"",0,-0.0495474516007481,0.00512096481410694,-9.6754134033996,0,-0.0595843582024945,-0.0395105449990016,-0.0495474516007481,-0.0914367981713048,-0.0495474516007481,0.0238642209761714
"137","Income","~~","White",1,1,"",0,0.0196026776236404,0.0025063407637927,7.82123401048501,5.32907051820075e-15,0.0146903399936221,0.0245150152536587,0.0196026776236404,0.074176411996875,0.0196026776236404,0.0335052517818166
"138","Income","~~","Smoking",1,1,"",0,-0.357462284221318,0.0158376204206143,-22.5704540661957,0,-0.388503449846538,-0.326421118596098,-0.357462284221318,-0.218539001993432,-0.357462284221318,0.0337801050791107
"139","Income","~~","Alcohol",1,1,"",0,0.567023062809426,0.0243991951369817,23.2394166949381,0,0.519201519089177,0.614844606529675,0.567023062809426,0.226391855762571,0.567023062809426,0.0422791786459668
"140","Income","~~","Depression",1,1,"",0,-1.23856075839575,0.0502227568116527,-24.6613455139599,0,-1.3369955529509,-1.1401259638406,-1.23856075839575,-0.239749819956179,-1.23856075839575,0.0326293989453289
"141","Income","~~","Age_BL",1,1,"",0,-0.102466078007138,0.00586782106380896,-17.4623726410335,0,-0.113966795959929,-0.0909653600543465,-0.102466078007138,-0.166634997798207,-0.102466078007138,0.0241810716498383
"142","Income","~~","Language_BL",1,1,"",0,-0.0557262521612065,0.0040609901677775,-13.7223312194583,0,-0.0636856466316217,-0.0477668576907914,-0.0557262521612065,-0.130363213763978,-0.0557262521612065,0.0257741103808703
"143","Income","~~","Language_FU1",1,1,"",0,-0.0542303286956681,0.00408448268495567,-13.2771596499635,0,-0.0622357676536587,-0.0462248897376776,-0.0542303286956681,-0.126431617054382,-0.0542303286956681,0.0313183159337085
"144","Income","~~","Material_deprivation",1,1,"",0,-0.0136125250361603,0.000443553424848113,-30.6897078763886,0,-0.014481873774082,-0.0127431762982386,-0.0136125250361603,-0.307277962486479,-0.0136125250361603,0.0561419770608663
"145","Income","~~","Social_deprivation",1,1,"",0,-0.0138733294843387,0.000462946601466405,-29.9674507608313,0,-0.0147806881499781,-0.0129659708186993,-0.0138733294843387,-0.29961881242602,-0.0138733294843387,0.05738543682815
